5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,0
5,16
5,16
8,4
8,6
5,16
5,16
8,1
8,3
8,2
5,0
9,1791
5,0
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
8,6
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
5,16
5,16
8,4
8,6
5,16
5,16
5,16
8,4
8,6
5,16
